"Year","GEO","Character","Sex","Age","VALUE"
2000,"Quebec","Unemployment rate","Females","15 years and over",8.2
2000,"Quebec","Unemployment rate","Females","15 to 24 years",13
2000,"Quebec","Unemployment rate","Females","25 to 54 years",7.2
2000,"Quebec","Unemployment rate","Females","55 years and over",8.7
2000,"Ontario","Labour force","Both sexes","15 years and over",6169.3
2000,"Ontario","Labour force","Both sexes","15 to 24 years",1010.3
2000,"Ontario","Labour force","Both sexes","25 to 54 years",4518.1
2000,"Ontario","Labour force","Both sexes","55 years and over",640.8
2000,"Ontario","Labour force","Males","15 years and over",3306
2000,"Ontario","Labour force","Males","15 to 24 years",519.2
2000,"Ontario","Labour force","Males","25 to 54 years",2413.8
2000,"Ontario","Labour force","Males","55 years and over",372.9
2000,"Ontario","Labour force","Females","15 years and over",2863.3
2000,"Ontario","Labour force","Females","15 to 24 years",491.1
2000,"Ontario","Labour force","Females","25 to 54 years",2104.3
2000,"Ontario","Labour force","Females","55 years and over",267.9
2000,"Ontario","Employment","Both sexes","15 years and over",5814.9
2000,"Ontario","Employment","Both sexes","15 to 24 years",890.8
2000,"Ontario","Employment","Both sexes","25 to 54 years",4309.8
2000,"Ontario","Employment","Both sexes","55 years and over",614.3
2000,"Ontario","Employment","Males","15 years and over",3121.8
2000,"Ontario","Employment","Males","15 to 24 years",452.4
2000,"Ontario","Employment","Males","25 to 54 years",2311.3
2000,"Ontario","Employment","Males","55 years and over",358.1
2000,"Ontario","Employment","Females","15 years and over",2693.1
2000,"Ontario","Employment","Females","15 to 24 years",438.4
2000,"Ontario","Employment","Females","25 to 54 years",1998.5
2000,"Ontario","Employment","Females","55 years and over",256.1
2000,"Ontario","Full-time employment","Both sexes","15 years and over",4769.4
2000,"Ontario","Full-time employment","Both sexes","15 to 24 years",464
2000,"Ontario","Full-time employment","Both sexes","25 to 54 years",3829
2000,"Ontario","Full-time employment","Both sexes","55 years and over",476.4
2000,"Ontario","Full-time employment","Males","15 years and over",2790.6
2000,"Ontario","Full-time employment","Males","15 to 24 years",265.6
2000,"Ontario","Full-time employment","Males","25 to 54 years",2220.3
2000,"Ontario","Full-time employment","Males","55 years and over",304.8
2000,"Ontario","Full-time employment","Females","15 years and over",1978.8
2000,"Ontario","Full-time employment","Females","15 to 24 years",198.4
2000,"Ontario","Full-time employment","Females","25 to 54 years",1608.7
2000,"Ontario","Full-time employment","Females","55 years and over",171.7
2000,"Ontario","Part-time employment","Both sexes","15 years and over",1045.4
2000,"Ontario","Part-time employment","Both sexes","15 to 24 years",426.8
2000,"Ontario","Part-time employment","Both sexes","25 to 54 years",480.8
2000,"Ontario","Part-time employment","Both sexes","55 years and over",137.8
2000,"Ontario","Part-time employment","Males","15 years and over",331.2
2000,"Ontario","Part-time employment","Males","15 to 24 years",186.8
2000,"Ontario","Part-time employment","Males","25 to 54 years",91
2000,"Ontario","Part-time employment","Males","55 years and over",53.4
2000,"Ontario","Part-time employment","Females","15 years and over",714.3
2000,"Ontario","Part-time employment","Females","15 to 24 years",239.9
2000,"Ontario","Part-time employment","Females","25 to 54 years",389.8
2000,"Ontario","Part-time employment","Females","55 years and over",84.5
2000,"Ontario","Unemployment","Both sexes","15 years and over",354.4
2000,"Ontario","Unemployment","Both sexes","15 to 24 years",119.5
2000,"Ontario","Unemployment","Both sexes","25 to 54 years",208.4
2000,"Ontario","Unemployment","Both sexes","55 years and over",26.6
2000,"Ontario","Unemployment","Males","15 years and over",184.2
2000,"Ontario","Unemployment","Males","15 to 24 years",66.8
2000,"Ontario","Unemployment","Males","25 to 54 years",102.6
2000,"Ontario","Unemployment","Males","55 years and over",14.8
2000,"Ontario","Unemployment","Females","15 years and over",170.2
2000,"Ontario","Unemployment","Females","15 to 24 years",52.7
2000,"Ontario","Unemployment","Females","25 to 54 years",105.8
2000,"Ontario","Unemployment","Females","55 years and over",11.8
2000,"Ontario","Unemployment rate","Both sexes","15 years and over",5.7
2000,"Ontario","Unemployment rate","Both sexes","15 to 24 years",11.8
2000,"Ontario","Unemployment rate","Both sexes","25 to 54 years",4.6
2000,"Ontario","Unemployment rate","Both sexes","55 years and over",4.2
2000,"Ontario","Unemployment rate","Males","15 years and over",5.6
2000,"Ontario","Unemployment rate","Males","15 to 24 years",12.9
2000,"Ontario","Unemployment rate","Males","25 to 54 years",4.3
2000,"Ontario","Unemployment rate","Males","55 years and over",4
2000,"Ontario","Unemployment rate","Females","15 years and over",5.9
2000,"Ontario","Unemployment rate","Females","15 to 24 years",10.7
2000,"Ontario","Unemployment rate","Females","25 to 54 years",5
2000,"Ontario","Unemployment rate","Females","55 years and over",4.4
2000,"Manitoba","Labour force","Both sexes","15 years and over",580.9
2000,"Manitoba","Labour force","Both sexes","15 to 24 years",106.2
2000,"Manitoba","Labour force","Both sexes","25 to 54 years",409.7
2000,"Manitoba","Labour force","Both sexes","55 years and over",65
2000,"Manitoba","Labour force","Males","15 years and over",313.9
2000,"Manitoba","Labour force","Males","15 to 24 years",55.6
2000,"Manitoba","Labour force","Males","25 to 54 years",219.2
2000,"Manitoba","Labour force","Males","55 years and over",39.2
2000,"Manitoba","Labour force","Females","15 years and over",267
2000,"Manitoba","Labour force","Females","15 to 24 years",50.6
2000,"Manitoba","Labour force","Females","25 to 54 years",190.6
2000,"Manitoba","Labour force","Females","55 years and over",25.8
2000,"Manitoba","Employment","Both sexes","15 years and over",552.2
2000,"Manitoba","Employment","Both sexes","15 to 24 years",96.3
2000,"Manitoba","Employment","Both sexes","25 to 54 years",393
2000,"Manitoba","Employment","Both sexes","55 years and over",62.8
2000,"Manitoba","Employment","Males","15 years and over",297.8
2000,"Manitoba","Employment","Males","15 to 24 years",50.2
2000,"Manitoba","Employment","Males","25 to 54 years",209.9
2000,"Manitoba","Employment","Males","55 years and over",37.7
2000,"Manitoba","Employment","Females","15 years and over",254.3
2000,"Manitoba","Employment","Females","15 to 24 years",46.2
2000,"Manitoba","Employment","Females","25 to 54 years",183.1
2000,"Manitoba","Employment","Females","55 years and over",25.1
2000,"Manitoba","Full-time employment","Both sexes","15 years and over",447.6
2000,"Manitoba","Full-time employment","Both sexes","15 to 24 years",57.4
2000,"Manitoba","Full-time employment","Both sexes","25 to 54 years",342
2000,"Manitoba","Full-time employment","Both sexes","55 years and over",48.2
2000,"Manitoba","Full-time employment","Males","15 years and over",266.7
2000,"Manitoba","Full-time employment","Males","15 to 24 years",33.3
2000,"Manitoba","Full-time employment","Males","25 to 54 years",201.5
2000,"Manitoba","Full-time employment","Males","55 years and over",31.9
2000,"Manitoba","Full-time employment","Females","15 years and over",180.9
2000,"Manitoba","Full-time employment","Females","15 to 24 years",24.1
2000,"Manitoba","Full-time employment","Females","25 to 54 years",140.6
2000,"Manitoba","Full-time employment","Females","55 years and over",16.3
2000,"Manitoba","Part-time employment","Both sexes","15 years and over",104.6
2000,"Manitoba","Part-time employment","Both sexes","15 to 24 years",39
2000,"Manitoba","Part-time employment","Both sexes","25 to 54 years",51
2000,"Manitoba","Part-time employment","Both sexes","55 years and over",14.6
2000,"Manitoba","Part-time employment","Males","15 years and over",31.2
2000,"Manitoba","Part-time employment","Males","15 to 24 years",16.9
2000,"Manitoba","Part-time employment","Males","25 to 54 years",8.5
2000,"Manitoba","Part-time employment","Males","55 years and over",5.8
2000,"Manitoba","Part-time employment","Females","15 years and over",73.4
2000,"Manitoba","Part-time employment","Females","15 to 24 years",22.1
2000,"Manitoba","Part-time employment","Females","25 to 54 years",42.6
2000,"Manitoba","Part-time employment","Females","55 years and over",8.8
2000,"Manitoba","Unemployment","Both sexes","15 years and over",28.8
2000,"Manitoba","Unemployment","Both sexes","15 to 24 years",9.9
2000,"Manitoba","Unemployment","Both sexes","25 to 54 years",16.7
2000,"Manitoba","Unemployment","Both sexes","55 years and over",2.2
2000,"Manitoba","Unemployment","Males","15 years and over",16.1
2000,"Manitoba","Unemployment","Males","15 to 24 years",5.4
2000,"Manitoba","Unemployment","Males","25 to 54 years",9.2
2000,"Manitoba","Unemployment","Males","55 years and over",1.4
2000,"Manitoba","Unemployment","Females","15 years and over",12.7
2000,"Manitoba","Unemployment","Females","15 to 24 years",4.5
2000,"Manitoba","Unemployment","Females","25 to 54 years",7.4
2000,"Manitoba","Unemployment","Females","55 years and over",0.7
2000,"Manitoba","Unemployment rate","Both sexes","15 years and over",5
2000,"Manitoba","Unemployment rate","Both sexes","15 to 24 years",9.3
2000,"Manitoba","Unemployment rate","Both sexes","25 to 54 years",4.1
2000,"Manitoba","Unemployment rate","Both sexes","55 years and over",3.4
2000,"Manitoba","Unemployment rate","Males","15 years and over",5.1
2000,"Manitoba","Unemployment rate","Males","15 to 24 years",9.7
2000,"Manitoba","Unemployment rate","Males","25 to 54 years",4.2
2000,"Manitoba","Unemployment rate","Males","55 years and over",3.6
2000,"Manitoba","Unemployment rate","Females","15 years and over",4.8
2000,"Manitoba","Unemployment rate","Females","15 to 24 years",8.9
2000,"Manitoba","Unemployment rate","Females","25 to 54 years",3.9
2000,"Manitoba","Unemployment rate","Females","55 years and over",2.7
2000,"Saskatchewan","Labour force","Both sexes","15 years and over",498.3
2000,"Saskatchewan","Labour force","Both sexes","15 to 24 years",92.1
2000,"Saskatchewan","Labour force","Both sexes","25 to 54 years",339.6
2000,"Saskatchewan","Labour force","Both sexes","55 years and over",66.6
2000,"Saskatchewan","Labour force","Males","15 years and over",272.1
2000,"Saskatchewan","Labour force","Males","15 to 24 years",49.5
2000,"Saskatchewan","Labour force","Males","25 to 54 years",181.7
2000,"Saskatchewan","Labour force","Males","55 years and over",40.9
2000,"Saskatchewan","Labour force","Females","15 years and over",226.2
2000,"Saskatchewan","Labour force","Females","15 to 24 years",42.7
2000,"Saskatchewan","Labour force","Females","25 to 54 years",157.9
2000,"Saskatchewan","Labour force","Females","55 years and over",25.7
2000,"Saskatchewan","Employment","Both sexes","15 years and over",472.9
2000,"Saskatchewan","Employment","Both sexes","15 to 24 years",82.4
2000,"Saskatchewan","Employment","Both sexes","25 to 54 years",325.4
2000,"Saskatchewan","Employment","Both sexes","55 years and over",65.1
2000,"Saskatchewan","Employment","Males","15 years and over",256.6
2000,"Saskatchewan","Employment","Males","15 to 24 years",43.4
2000,"Saskatchewan","Employment","Males","25 to 54 years",173.3
2000,"Saskatchewan","Employment","Males","55 years and over",39.9
2000,"Saskatchewan","Employment","Females","15 years and over",216.2
2000,"Saskatchewan","Employment","Females","15 to 24 years",39
2000,"Saskatchewan","Employment","Females","25 to 54 years",152.1
2000,"Saskatchewan","Employment","Females","55 years and over",25.1
2000,"Saskatchewan","Full-time employment","Both sexes","15 years and over",380.4
2000,"Saskatchewan","Full-time employment","Both sexes","15 to 24 years",50.1
2000,"Saskatchewan","Full-time employment","Both sexes","25 to 54 years",281.3
2000,"Saskatchewan","Full-time employment","Both sexes","55 years and over",49
2000,"Saskatchewan","Full-time employment","Males","15 years and over",228.6
2000,"Saskatchewan","Full-time employment","Males","15 to 24 years",29.4
2000,"Saskatchewan","Full-time employment","Males","25 to 54 years",166.1
2000,"Saskatchewan","Full-time employment","Males","55 years and over",33.1
2000,"Saskatchewan","Full-time employment","Females","15 years and over",151.8
2000,"Saskatchewan","Full-time employment","Females","15 to 24 years",20.7
2000,"Saskatchewan","Full-time employment","Females","25 to 54 years",115.2
2000,"Saskatchewan","Full-time employment","Females","55 years and over",15.9
2000,"Saskatchewan","Part-time employment","Both sexes","15 years and over",92.5
2000,"Saskatchewan","Part-time employment","Both sexes","15 to 24 years",32.3
2000,"Saskatchewan","Part-time employment","Both sexes","25 to 54 years",44.1
2000,"Saskatchewan","Part-time employment","Both sexes","55 years and over",16.1
2000,"Saskatchewan","Part-time employment","Males","15 years and over",28
2000,"Saskatchewan","Part-time employment","Males","15 to 24 years",14
2000,"Saskatchewan","Part-time employment","Males","25 to 54 years",7.2
2000,"Saskatchewan","Part-time employment","Males","55 years and over",6.9
2000,"Saskatchewan","Part-time employment","Females","15 years and over",64.5
2000,"Saskatchewan","Part-time employment","Females","15 to 24 years",18.3
2000,"Saskatchewan","Part-time employment","Females","25 to 54 years",36.9
2000,"Saskatchewan","Part-time employment","Females","55 years and over",9.2
