"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE"
1962,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",220
1962,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",112
1962,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",272
1962,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",16
1962,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",32
1962,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",4
1962,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",4
1962,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",-0.123
1962,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-1.747
1962,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",1.501
1962,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",-0.093
1962,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",0
1962,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",9.237
1962,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",-1.772
1962,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",0.171
1962,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",-0.2
1962,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",0
1962,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",0.631
1962,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",0
1962,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",-0.078
1962,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",25961
1962,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",23603
1962,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",5225
1962,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",1412
1962,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",134
1962,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",19362
1962,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",192
1962,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",413
1962,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",2524
