"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE","GDP","Estimate_per_GDP"
1982,"Alberta","Current prices","General governments final consumption expenditure","Dollars","millions",9049,58434,15.5
1982,"Alberta","Current prices","Gross domestic product at market prices","Dollars","millions",58434,58434,100
1982,"Alberta","Current prices","Intellectual property products","Dollars","millions",1022,58434,1.7
1982,"Alberta","Current prices","Machinery and equipment","Dollars","millions",3965,58434,6.8
1982,"Alberta","Current prices","Non-residential Investment","Dollars","millions",12516,58434,21.4
1982,"Alberta","Current prices","Non-residential structures","Dollars","millions",7529,58434,12.9
1982,"Alberta","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",11494,58434,19.7
1982,"Alberta","Current prices","Residential structures","Dollars","millions",2563,58434,4.4
1982,"British Columbia","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",17664,107268,16.5
1982,"British Columbia","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",28382,107268,26.5
1982,"British Columbia","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",107268,107268,100
1982,"British Columbia","Chained (2017) dollars","Intellectual property products","Dollars","millions",531,107268,0.5
1982,"British Columbia","Chained (2017) dollars","Machinery and equipment","Dollars","millions",2025,107268,1.9
1982,"British Columbia","Chained (2017) dollars","Non-residential Investment","Dollars","millions",9052,107268,8.4
1982,"British Columbia","Chained (2017) dollars","Non-residential structures","Dollars","millions",8913,107268,8.3
1982,"British Columbia","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",8521,107268,7.9
1982,"British Columbia","Chained (2017) dollars","Residential structures","Dollars","millions",7528,107268,7
1982,"British Columbia","Current prices","Business gross fixed capital formation","Dollars","millions",9491,46600,20.4
1982,"British Columbia","Current prices","General governments final consumption expenditure","Dollars","millions",10386,46600,22.3
1982,"British Columbia","Current prices","Gross domestic product at market prices","Dollars","millions",46600,46600,100
1982,"British Columbia","Current prices","Intellectual property products","Dollars","millions",289,46600,0.6
1982,"British Columbia","Current prices","Machinery and equipment","Dollars","millions",2967,46600,6.4
1982,"British Columbia","Current prices","Non-residential Investment","Dollars","millions",6680,46600,14.3
1982,"British Columbia","Current prices","Non-residential structures","Dollars","millions",3424,46600,7.3
1982,"British Columbia","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",6391,46600,13.7
1982,"British Columbia","Current prices","Residential structures","Dollars","millions",2811,46600,6
1982,"Canada","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",144481,895862,16.1
1982,"Canada","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",252059,895862,28.1
1982,"Canada","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",895862,895862,100
1982,"Canada","Chained (2017) dollars","Intellectual property products","Dollars","millions",7671,895862,0.9
1982,"Canada","Chained (2017) dollars","Machinery and equipment","Dollars","millions",22567,895862,2.5
1982,"Canada","Chained (2017) dollars","Non-residential Investment","Dollars","millions",81997,895862,9.2
1982,"Canada","Chained (2017) dollars","Non-residential structures","Dollars","millions",67108,895862,7.5
1982,"Canada","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",74326,895862,8.3
1982,"Canada","Chained (2017) dollars","Residential structures","Dollars","millions",59293,895862,6.6
1982,"Canada","Current prices","Business gross fixed capital formation","Dollars","millions",71849,388181,18.5
1982,"Canada","Current prices","General governments final consumption expenditure","Dollars","millions",89085,388181,22.9
1982,"Canada","Current prices","Gross domestic product at market prices","Dollars","millions",388181,388181,100
1982,"Canada","Current prices","Intellectual property products","Dollars","millions",4251,388181,1.1
1982,"Canada","Current prices","Machinery and equipment","Dollars","millions",24524,388181,6.3
1982,"Canada","Current prices","Non-residential Investment","Dollars","millions",54283,388181,14
1982,"Canada","Current prices","Non-residential structures","Dollars","millions",25508,388181,6.6
1982,"Canada","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",50032,388181,12.9
1982,"Canada","Current prices","Residential structures","Dollars","millions",17566,388181,4.5
1982,"Manitoba","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",3142,33138,9.5
1982,"Manitoba","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",11165,33138,33.7
1982,"Manitoba","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",33138,33138,100
1982,"Manitoba","Chained (2017) dollars","Intellectual property products","Dollars","millions",105,33138,0.3
1982,"Manitoba","Chained (2017) dollars","Machinery and equipment","Dollars","millions",556,33138,1.7
1982,"Manitoba","Chained (2017) dollars","Non-residential Investment","Dollars","millions",1760,33138,5.3
1982,"Manitoba","Chained (2017) dollars","Non-residential structures","Dollars","millions",1425,33138,4.3
1982,"Manitoba","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",1655,33138,5
1982,"Manitoba","Chained (2017) dollars","Residential structures","Dollars","millions",1535,33138,4.6
1982,"Manitoba","Current prices","Business gross fixed capital formation","Dollars","millions",1867,14360,13
1982,"Manitoba","Current prices","General governments final consumption expenditure","Dollars","millions",3725,14360,25.9
1982,"Manitoba","Current prices","Gross domestic product at market prices","Dollars","millions",14360,14360,100
1982,"Manitoba","Current prices","Intellectual property products","Dollars","millions",73,14360,0.5
1982,"Manitoba","Current prices","Machinery and equipment","Dollars","millions",746,14360,5.2
1982,"Manitoba","Current prices","Non-residential Investment","Dollars","millions",1364,14360,9.5
1982,"Manitoba","Current prices","Non-residential structures","Dollars","millions",545,14360,3.8
1982,"Manitoba","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",1291,14360,9
1982,"Manitoba","Current prices","Residential structures","Dollars","millions",503,14360,3.5
1982,"New Brunswick","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",2097,18432,11.4
1982,"New Brunswick","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",7229,18432,39.2
1982,"New Brunswick","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",18432,18432,100
1982,"New Brunswick","Chained (2017) dollars","Intellectual property products","Dollars","millions",39,18432,0.2
1982,"New Brunswick","Chained (2017) dollars","Machinery and equipment","Dollars","millions",492,18432,2.7
1982,"New Brunswick","Chained (2017) dollars","Non-residential Investment","Dollars","millions",1311,18432,7.1
1982,"New Brunswick","Chained (2017) dollars","Non-residential structures","Dollars","millions",953,18432,5.2
1982,"New Brunswick","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",1272,18432,6.9
1982,"New Brunswick","Chained (2017) dollars","Residential structures","Dollars","millions",705,18432,3.8
1982,"New Brunswick","Current prices","Business gross fixed capital formation","Dollars","millions",1430,7287,19.6
1982,"New Brunswick","Current prices","General governments final consumption expenditure","Dollars","millions",2378,7287,32.6
1982,"New Brunswick","Current prices","Gross domestic product at market prices","Dollars","millions",7287,7287,100
1982,"New Brunswick","Current prices","Intellectual property products","Dollars","millions",28,7287,0.4
1982,"New Brunswick","Current prices","Machinery and equipment","Dollars","millions",689,7287,9.5
1982,"New Brunswick","Current prices","Non-residential Investment","Dollars","millions",1118,7287,15.4
1982,"New Brunswick","Current prices","Non-residential structures","Dollars","millions",401,7287,5.5
1982,"New Brunswick","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",1090,7287,15
1982,"New Brunswick","Current prices","Residential structures","Dollars","millions",312,7287,4.3
1982,"Newfoundland and Labrador","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",2446,15423,15.9
1982,"Newfoundland and Labrador","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",4815,15423,31.2
1982,"Newfoundland and Labrador","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",15423,15423,100
1982,"Newfoundland and Labrador","Chained (2017) dollars","Intellectual property products","Dollars","millions",134,15423,0.9
1982,"Newfoundland and Labrador","Chained (2017) dollars","Machinery and equipment","Dollars","millions",332,15423,2.2
1982,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential Investment","Dollars","millions",1591,15423,10.3
1982,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential structures","Dollars","millions",1321,15423,8.6
1982,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",1457,15423,9.4
1982,"Newfoundland and Labrador","Chained (2017) dollars","Residential structures","Dollars","millions",767,15423,5
1982,"Newfoundland and Labrador","Current prices","Business gross fixed capital formation","Dollars","millions",1350,5652,23.9
1982,"Newfoundland and Labrador","Current prices","General governments final consumption expenditure","Dollars","millions",1887,5652,33.4
1982,"Newfoundland and Labrador","Current prices","Gross domestic product at market prices","Dollars","millions",5652,5652,100
1982,"Newfoundland and Labrador","Current prices","Intellectual property products","Dollars","millions",81,5652,1.4
1982,"Newfoundland and Labrador","Current prices","Machinery and equipment","Dollars","millions",433,5652,7.7
1982,"Newfoundland and Labrador","Current prices","Non-residential Investment","Dollars","millions",1073,5652,19
