"Year","GEO","Tenure","Statistics","UOM","VALUE"
2018,"Small population centres, Newfoundland and Labrador","Owner who is a first-time homebuyer","Number of persons in core housing need","Number",0
2018,"Small population centres, Newfoundland and Labrador","Owner who is a first-time homebuyer","Low 95% confidence interval, number of persons","Number",NA
2018,"Small population centres, Newfoundland and Labrador","Owner who is a first-time homebuyer","High 95% confidence interval, number of persons","Number",NA
2018,"Small population centres, Newfoundland and Labrador","Owner who is a first-time homebuyer","Percentage of persons in core housing need","Percent",NA
2018,"Small population centres, Newfoundland and Labrador","Owner who is a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",NA
2018,"Small population centres, Newfoundland and Labrador","Owner who is a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",NA
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","Number of households in core housing need","Number",1000
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of households","Number",406
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","High 95% confidence interval, number of households","Number",1700
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","Percentage of households in core housing need","Percent",2.4
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of households","Percent",1.3
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of households","Percent",4.5
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","Number of persons in core housing need","Number",1200
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of persons","Number",508
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","High 95% confidence interval, number of persons","Number",2004
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","Percentage of persons in core housing need","Percent",1.2
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",0.7
2018,"Small population centres, Newfoundland and Labrador","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",2.2
2018,"Small population centres, Newfoundland and Labrador","Renter","Number of households in core housing need","Number",4500
2018,"Small population centres, Newfoundland and Labrador","Renter","Low 95% confidence interval, number of households","Number",3574
2018,"Small population centres, Newfoundland and Labrador","Renter","High 95% confidence interval, number of households","Number",5405
2018,"Small population centres, Newfoundland and Labrador","Renter","Percentage of households in core housing need","Percent",27
2018,"Small population centres, Newfoundland and Labrador","Renter","Low 95% confidence interval, percentage of households","Percent",23
2018,"Small population centres, Newfoundland and Labrador","Renter","High 95% confidence interval, percentage of households","Percent",32
2018,"Small population centres, Newfoundland and Labrador","Renter","Number of persons in core housing need","Number",6700
2018,"Small population centres, Newfoundland and Labrador","Renter","Low 95% confidence interval, number of persons","Number",5118
2018,"Small population centres, Newfoundland and Labrador","Renter","High 95% confidence interval, number of persons","Number",8323
2018,"Small population centres, Newfoundland and Labrador","Renter","Percentage of persons in core housing need","Percent",22
2018,"Small population centres, Newfoundland and Labrador","Renter","Low 95% confidence interval, percentage of persons","Percent",18
2018,"Small population centres, Newfoundland and Labrador","Renter","High 95% confidence interval, percentage of persons","Percent",27
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","Number of households in core housing need","Number",3000
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","Low 95% confidence interval, number of households","Number",2345
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","High 95% confidence interval, number of households","Number",3927
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","Percentage of households in core housing need","Percent",24
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",19.2
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","High 95% confidence interval, percentage of households","Percent",30
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","Number of persons in core housing need","Number",4400
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","Low 95% confidence interval, number of persons","Number",3147
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","High 95% confidence interval, number of persons","Number",6044
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","Percentage of persons in core housing need","Percent",19.5
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","Low 95% confidence interval, percentage of persons","Percent",14.7
2018,"Small population centres, Newfoundland and Labrador","Renter not in social and affordable housing","High 95% confidence interval, percentage of persons","Percent",25
