"Year","GEO","Industry","Measure","VALUE"
2015,"British Columbia ","Real estate and rental and leasing [53]","Opening businesses",449
2015,"British Columbia ","Real estate and rental and leasing [53]","Continuing businesses",7214
2015,"British Columbia ","Real estate and rental and leasing [53]","Closing businesses",366
2015,"British Columbia ","Real estate and rental and leasing [53]","Reopening businesses",NA
2015,"British Columbia ","Real estate and rental and leasing [53]","Entrants",NA
2015,"British Columbia ","Real estate and rental and leasing [53]","Temporary closures",NA
2015,"British Columbia ","Real estate and rental and leasing [53]","Exits",NA
2015,"British Columbia ","Professional, scientific and technical services [54]","Active businesses",17074
2015,"British Columbia ","Professional, scientific and technical services [54]","Opening businesses",940
2015,"British Columbia ","Professional, scientific and technical services [54]","Continuing businesses",16138
2015,"British Columbia ","Professional, scientific and technical services [54]","Closing businesses",806
2015,"British Columbia ","Professional, scientific and technical services [54]","Reopening businesses",NA
2015,"British Columbia ","Professional, scientific and technical services [54]","Entrants",NA
2015,"British Columbia ","Professional, scientific and technical services [54]","Temporary closures",NA
2015,"British Columbia ","Professional, scientific and technical services [54]","Exits",NA
2015,"British Columbia ","Administrative and support, waste management and remediation services [56]","Active businesses",6754
2015,"British Columbia ","Administrative and support, waste management and remediation services [56]","Opening businesses",369
2015,"British Columbia ","Administrative and support, waste management and remediation services [56]","Continuing businesses",6394
2015,"British Columbia ","Administrative and support, waste management and remediation services [56]","Closing businesses",313
2015,"British Columbia ","Administrative and support, waste management and remediation services [56]","Reopening businesses",NA
2015,"British Columbia ","Administrative and support, waste management and remediation services [56]","Entrants",NA
2015,"British Columbia ","Administrative and support, waste management and remediation services [56]","Temporary closures",NA
2015,"British Columbia ","Administrative and support, waste management and remediation services [56]","Exits",NA
2015,"British Columbia ","Educational services [61]","Active businesses",1678
2015,"British Columbia ","Educational services [61]","Opening businesses",93
2015,"British Columbia ","Educational services [61]","Continuing businesses",1584
2015,"British Columbia ","Educational services [61]","Closing businesses",86
2015,"British Columbia ","Educational services [61]","Reopening businesses",NA
2015,"British Columbia ","Educational services [61]","Entrants",NA
2015,"British Columbia ","Educational services [61]","Temporary closures",NA
2015,"British Columbia ","Educational services [61]","Exits",NA
2015,"British Columbia ","Health care and social assistance [62]","Active businesses",14158
2015,"British Columbia ","Health care and social assistance [62]","Opening businesses",409
2015,"British Columbia ","Health care and social assistance [62]","Continuing businesses",13747
2015,"British Columbia ","Health care and social assistance [62]","Closing businesses",324
2015,"British Columbia ","Health care and social assistance [62]","Reopening businesses",NA
2015,"British Columbia ","Health care and social assistance [62]","Entrants",NA
2015,"British Columbia ","Health care and social assistance [62]","Temporary closures",NA
2015,"British Columbia ","Health care and social assistance [62]","Exits",NA
2015,"British Columbia ","Arts, entertainment and recreation [71]","Active businesses",2288
2015,"British Columbia ","Arts, entertainment and recreation [71]","Opening businesses",141
2015,"British Columbia ","Arts, entertainment and recreation [71]","Continuing businesses",2152
2015,"British Columbia ","Arts, entertainment and recreation [71]","Closing businesses",119
2015,"British Columbia ","Arts, entertainment and recreation [71]","Reopening businesses",NA
2015,"British Columbia ","Arts, entertainment and recreation [71]","Entrants",NA
2015,"British Columbia ","Arts, entertainment and recreation [71]","Temporary closures",NA
2015,"British Columbia ","Arts, entertainment and recreation [71]","Exits",NA
2015,"British Columbia ","Accommodation and food services [72]","Active businesses",9579
2015,"British Columbia ","Accommodation and food services [72]","Opening businesses",408
2015,"British Columbia ","Accommodation and food services [72]","Continuing businesses",9162
2015,"British Columbia ","Accommodation and food services [72]","Closing businesses",330
2015,"British Columbia ","Accommodation and food services [72]","Reopening businesses",NA
2015,"British Columbia ","Accommodation and food services [72]","Entrants",NA
2015,"British Columbia ","Accommodation and food services [72]","Temporary closures",NA
2015,"British Columbia ","Accommodation and food services [72]","Exits",NA
2015,"British Columbia ","Other services (except public administration) [81]","Active businesses",10250
2015,"British Columbia ","Other services (except public administration) [81]","Opening businesses",368
2015,"British Columbia ","Other services (except public administration) [81]","Continuing businesses",9833
2015,"British Columbia ","Other services (except public administration) [81]","Closing businesses",322
2015,"British Columbia ","Other services (except public administration) [81]","Reopening businesses",NA
2015,"British Columbia ","Other services (except public administration) [81]","Entrants",NA
2015,"British Columbia ","Other services (except public administration) [81]","Temporary closures",NA
2015,"British Columbia ","Other services (except public administration) [81]","Exits",NA
2015,"British Columbia ","Tourism industry","Active businesses",12800
2015,"British Columbia ","Tourism industry","Opening businesses",613
2015,"British Columbia ","Tourism industry","Continuing businesses",12195
2015,"British Columbia ","Tourism industry","Closing businesses",502
2015,"British Columbia ","Tourism industry","Reopening businesses",NA
2015,"British Columbia ","Tourism industry","Entrants",NA
2015,"British Columbia ","Tourism industry","Temporary closures",NA
2015,"British Columbia ","Tourism industry","Exits",NA
2015,"British Columbia ","Total tourism transportation","Active businesses",1148
2015,"British Columbia ","Total tourism transportation","Opening businesses",77
2015,"British Columbia ","Total tourism transportation","Continuing businesses",1067
2015,"British Columbia ","Total tourism transportation","Closing businesses",57
2015,"British Columbia ","Total tourism transportation","Reopening businesses",NA
2015,"British Columbia ","Total tourism transportation","Entrants",NA
2015,"British Columbia ","Total tourism transportation","Temporary closures",NA
2015,"British Columbia ","Total tourism transportation","Exits",NA
2015,"British Columbia ","Air transportation (tourism) [4811, 4812]","Active businesses",177
2015,"British Columbia ","Air transportation (tourism) [4811, 4812]","Opening businesses",NA
2015,"British Columbia ","Air transportation (tourism) [4811, 4812]","Continuing businesses",NA
2015,"British Columbia ","Air transportation (tourism) [4811, 4812]","Closing businesses",NA
2015,"British Columbia ","Air transportation (tourism) [4811, 4812]","Reopening businesses",NA
2015,"British Columbia ","Air transportation (tourism) [4811, 4812]","Entrants",NA
2015,"British Columbia ","Air transportation (tourism) [4811, 4812]","Temporary closures",NA
2015,"British Columbia ","Air transportation (tourism) [4811, 4812]","Exits",NA
2015,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Active businesses",101
2015,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Opening businesses",NA
2015,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Continuing businesses",NA
2015,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Closing businesses",NA
2015,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Reopening businesses",NA
2015,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Entrants",NA
2015,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Temporary closures",NA
2015,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Exits",NA
2015,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Active businesses",102
2015,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Opening businesses",NA
2015,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Continuing businesses",NA
2015,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Closing businesses",NA
2015,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Reopening businesses",NA
2015,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Entrants",NA
2015,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Temporary closures",NA
2015,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Exits",NA
2015,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Active businesses",763
