"GEO","Funder","Performer","Science type","Prices","GR5","GR3","Maxyear"
"British Columbia"," private non-profit sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"British Columbia"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"British Columbia"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"British Columbia"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"British Columbia"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"British Columbia"," private non-profit sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"British Columbia"," private non-profit sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"British Columbia"," private non-profit sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"British Columbia"," private non-profit sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"British Columbia"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"British Columbia"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"British Columbia"," private non-profit sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"British Columbia"," private non-profit sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," provincial governments sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," provincial governments sector","Natural sciences and engineering","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," provincial governments sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," provincial governments sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," provincial governments sector","Total sciences","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," provincial governments sector","Total sciences","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"British Columbia"," provincial governments sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"British Columbia"," provincial governments sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"British Columbia"," total, all sectors"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"British Columbia"," total, all sectors"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"British Columbia"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"British Columbia"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"British Columbia"," total, all sectors"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"British Columbia"," total, all sectors"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"British Columbia"," total, all sectors"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
